risk;previous_canonical_name;external_canonical_name;matched_by;external_id;external_url;aliases_count
short_renamed_match | edition_or_subtitle_added;Little Hope;The Dark Pictures Anthology: Little Hope;Little Hope;Q70479604;https://www.wikidata.org/wiki/Q70479604;4
short_renamed_match | edition_or_subtitle_added;Metro Exodus;Метро: Исход;метро исход;Q30238508;https://www.wikidata.org/wiki/Q30238508;3
short_renamed_match | edition_or_subtitle_added;Uncharted 4;Uncharted 4: A Thief's End;Uncharted 4;Q16681843;https://www.wikidata.org/wiki/Q16681843;3
short_renamed_match | edition_or_subtitle_added;Ведьмак 3 Дикая Охота;The Witcher 3: Wild Hunt;Ведьмак 3 Дикая Охота;Q4267401;https://www.wikidata.org/wiki/Q4267401;9
probably_ok;Alien Isolation;Alien: Isolation;Alien Isolation;Q15613717;https://www.wikidata.org/wiki/Q15613717;2
probably_ok;Anthem;Anthem;Anthem;Q30247282;https://www.wikidata.org/wiki/Q30247282;1
probably_ok;Ark Survival Evolved;Ark: Survival Evolved;Ark Survival Evolved;Q20031747;https://www.wikidata.org/wiki/Q20031747;1
probably_ok;Armored Core VI Fires of Rubicon;Armored Core VI: Fires of Rubicon;Armored Core VI Fires of Rubicon;Q115641899;https://www.wikidata.org/wiki/Q115641899;5
probably_ok;Assassin S Creed Chronicles;Assassin's Creed Chronicles;Assassin S Creed Chronicles;Q19724726;https://www.wikidata.org/wiki/Q19724726;2
probably_ok;Assassin S Creed Mirage;Assassin’s Creed Mirage;Assassin S Creed Mirage;Q113675008;https://www.wikidata.org/wiki/Q113675008;3
probably_ok;Assassin S Creed Valhalla;Assassin's Creed Valhalla;Assassin S Creed Valhalla;Q92464687;https://www.wikidata.org/wiki/Q92464687;8
probably_ok;Assault Suit Leynos;Assault Suit Leynos;Assault Suit Leynos;Q60556916;https://www.wikidata.org/wiki/Q60556916;1
probably_ok;Assetto Corsa;Assetto Corsa;Assetto Corsa;Q10896671;https://www.wikidata.org/wiki/Q10896671;2
probably_ok;Astro Bot Rescue Mission;Astro Bot Rescue Mission;Astro Bot Rescue Mission;Q57450502;https://www.wikidata.org/wiki/Q57450502;1
probably_ok;Balan Wonderworld;Balan Wonderworld;Balan Wonderworld;Q97623479;https://www.wikidata.org/wiki/Q97623479;1
probably_ok;Batman Arkham Knight;Batman: Arkham Knight;Batman Arkham Knight;Q15891648;https://www.wikidata.org/wiki/Q15891648;3
probably_ok;Battleborn;Battleborn;Battleborn;Q20189954;https://www.wikidata.org/wiki/Q20189954;1
probably_ok;Battlefield;Battlefield;Battlefield;Q474587;https://www.wikidata.org/wiki/Q474587;3
probably_ok;Battlefield 2042;Battlefield 2042;Battlefield 2042;Q106686950;https://www.wikidata.org/wiki/Q106686950;3
probably_ok;Battlefield Hardline;Battlefield Hardline;Battlefield Hardline;Q16968699;https://www.wikidata.org/wiki/Q16968699;2
probably_ok;Beholder;Beholder;Beholder;Q27773357;https://www.wikidata.org/wiki/Q27773357;1
probably_ok;Biomutant;Biomutant;Biomutant;Q37877467;https://www.wikidata.org/wiki/Q37877467;1
probably_ok;Bloodborne;Bloodborne;Bloodborne;Q17154554;https://www.wikidata.org/wiki/Q17154554;3
probably_ok;Borderlands;Borderlands;Borderlands;Q16820462;https://www.wikidata.org/wiki/Q16820462;1
probably_ok;Borderlands 3;Borderlands 3;Borderlands 3;Q62565771;https://www.wikidata.org/wiki/Q62565771;1
probably_ok;Bound By Flame;Bound by Flame;Bound By Flame;Q15822170;https://www.wikidata.org/wiki/Q15822170;1
probably_ok;Broken Sword;Broken Sword;Broken Sword;Q807106;https://www.wikidata.org/wiki/Q807106;2
probably_ok;Call Of Cthulhu;Call of Cthulhu;Call Of Cthulhu;Q28753372;https://www.wikidata.org/wiki/Q28753372;2
probably_ok;Call Of Duty Advanced Warfare;Call of Duty: Advanced Warfare;Call Of Duty Advanced Warfare;Q16743064;https://www.wikidata.org/wiki/Q16743064;9
probably_ok;Call Of Duty Black Ops III;Call of Duty: Black Ops III;Call Of Duty Black Ops III;Q19789342;https://www.wikidata.org/wiki/Q19789342;6
probably_ok;Call Of Duty Infinite Warfare;Call of Duty: Infinite Warfare;Call Of Duty Infinite Warfare;Q23978200;https://www.wikidata.org/wiki/Q23978200;7
probably_ok;Call Of Duty Modern Warfare;Call of Duty: Modern Warfare;Call Of Duty Modern Warfare;Q64083878;https://www.wikidata.org/wiki/Q64083878;11
probably_ok;Call Of Duty Wwii;Call of Duty: WWII;Call Of Duty Wwii;Q29577137;https://www.wikidata.org/wiki/Q29577137;11
probably_ok;Call of Duty Black Ops 4;Call of Duty: Black Ops 4;Call of Duty Black Ops 4;Q50376633;https://www.wikidata.org/wiki/Q50376633;18
probably_ok;Call of Duty Modern Warfare Remastered;Call of Duty: Modern Warfare Remastered;Call of Duty Modern Warfare Remastered;Q28869873;https://www.wikidata.org/wiki/Q28869873;10
probably_ok;Chernobylite;Chernobylite;Chernobylite;Q61994841;https://www.wikidata.org/wiki/Q61994841;4
probably_ok;Clash Artifacts Of Chaos;Clash: Artifacts of Chaos;Clash Artifacts Of Chaos;Q110158753;https://www.wikidata.org/wiki/Q110158753;2
probably_ok;Code Vein;Code Vein;Code Vein;Q29475928;https://www.wikidata.org/wiki/Q29475928;1
probably_ok;Conan Exiles;Conan Exiles;Conan Exiles;Q28753362;https://www.wikidata.org/wiki/Q28753362;1
probably_ok;Control;Control;Control;Q54935655;https://www.wikidata.org/wiki/Q54935655;2
probably_ok;Crash Bandicoot;Crash Bandicoot;Crash Bandicoot;Q507898;https://www.wikidata.org/wiki/Q507898;1
probably_ok;Crash Bandicoot N Sane Trilogy;Crash Bandicoot N. Sane Trilogy;Crash Bandicoot N Sane Trilogy;Q26698531;https://www.wikidata.org/wiki/Q26698531;5
probably_ok;Crash Team Racing Nitro-Fueled;Crash Team Racing Nitro-Fueled;Crash Team Racing Nitro-Fueled;Q59594323;https://www.wikidata.org/wiki/Q59594323;9
probably_ok;Crysis Remastered Trilogy;Crysis Remastered Trilogy;Crysis Remastered Trilogy;Q107062535;https://www.wikidata.org/wiki/Q107062535;1
probably_ok;Cuphead;Cuphead;Cuphead;Q18149495;https://www.wikidata.org/wiki/Q18149495;1
probably_ok;Cyberpunk 2077;Cyberpunk 2077;Cyberpunk 2077;Q3182559;https://www.wikidata.org/wiki/Q3182559;3
probably_ok;Dark Souls;Dark Souls;Dark Souls;Q1166232;https://www.wikidata.org/wiki/Q1166232;5
probably_ok;Dark Souls 3;Dark Souls III;Dark Souls 3;Q20112508;https://www.wikidata.org/wiki/Q20112508;5
probably_ok;Dark Souls Remastered;Dark Souls: Remastered;Dark Souls Remastered;Q55728812;https://www.wikidata.org/wiki/Q55728812;5
probably_ok;Dark Souls Trilogy;Dark Souls Trilogy;Dark Souls Trilogy;Q56240222;https://www.wikidata.org/wiki/Q56240222;4
probably_ok;Darksiders;Darksiders;Darksiders;Q1166313;https://www.wikidata.org/wiki/Q1166313;2
probably_ok;Daymare;Daymare;Daymare;Q106977697;https://www.wikidata.org/wiki/Q106977697;1
probably_ok;Dead Island;Dead Island;Dead Island;Q1180815;https://www.wikidata.org/wiki/Q1180815;2
probably_ok;Dead Island Definitive Edition;Dead Island: Definitive Edition;Dead Island Definitive Edition;Q61517648;https://www.wikidata.org/wiki/Q61517648;2
probably_ok;Dead Rising;Dead Rising;Dead Rising;Q1145336;https://www.wikidata.org/wiki/Q1145336;1
probably_ok;Dead Space;Dead Space;Dead Space;Q107616212;https://www.wikidata.org/wiki/Q107616212;3
probably_ok;Death Stranding;Death Stranding;Death Stranding;Q24666782;https://www.wikidata.org/wiki/Q24666782;5
probably_ok;Destiny;Destiny;Destiny;Q210275;https://www.wikidata.org/wiki/Q210275;3
probably_ok;Destroy All Humans;Destroy All Humans!;Destroy All Humans;Q1200987;https://www.wikidata.org/wiki/Q1200987;1
probably_ok;Deus Ex;Deus Ex;Deus Ex;Q746459;https://www.wikidata.org/wiki/Q746459;1
probably_ok;Devil May Cry;Devil May Cry;Devil May Cry;Q436567;https://www.wikidata.org/wiki/Q436567;1
probably_ok;Devil May Cry Hd Collection;Devil May Cry: HD Collection;Devil May Cry Hd Collection;Q3291789;https://www.wikidata.org/wiki/Q3291789;2
probably_ok;Diablo;Diablo;Diablo;Q44165;https://www.wikidata.org/wiki/Q44165;1
probably_ok;Diablo III;Diablo III;Diablo III;Q244030;https://www.wikidata.org/wiki/Q244030;6
probably_ok;Diablo IV;Diablo IV;Diablo IV;Q73154387;https://www.wikidata.org/wiki/Q73154387;2
probably_ok;Disciples Liberation;Disciples: Liberation;Disciples Liberation;Q109004139;https://www.wikidata.org/wiki/Q109004139;2
probably_ok;Dishonored;Dishonored;Dishonored;Q323264;https://www.wikidata.org/wiki/Q323264;2
probably_ok;Do Not Open;DO NOT OPEN;Do Not Open;Q122313698;https://www.wikidata.org/wiki/Q122313698;1
probably_ok;Doom Eternal;Doom Eternal;Doom Eternal;Q55662649;https://www.wikidata.org/wiki/Q55662649;1
probably_ok;Doom The Dark Ages;Doom: The Dark Ages;Doom The Dark Ages;Q126091569;https://www.wikidata.org/wiki/Q126091569;2
probably_ok;Driveclub;Driveclub;Driveclub;Q10268796;https://www.wikidata.org/wiki/Q10268796;2
probably_ok;Dying Light;Dying Light;Dying Light;Q13415292;https://www.wikidata.org/wiki/Q13415292;7
probably_ok;Dying Light 2 Stay Human;Dying Light 2 Stay Human;Dying Light 2 Stay Human;Q55004330;https://www.wikidata.org/wiki/Q55004330;14
probably_ok;Elden Ring Nightreign;Elden Ring Nightreign;Elden Ring Nightreign;Q131435228;https://www.wikidata.org/wiki/Q131435228;1
probably_ok;Evil West;Evil West;Evil West;Q104568362;https://www.wikidata.org/wiki/Q104568362;1
probably_ok;Evolve;Evolve;Evolve;Q16267814;https://www.wikidata.org/wiki/Q16267814;1
probably_ok;FIFA 19;FIFA 19;FIFA 19;Q54153179;https://www.wikidata.org/wiki/Q54153179;2
probably_ok;Far Cry;Far Cry;Far Cry;Q2667817;https://www.wikidata.org/wiki/Q2667817;1
probably_ok;Far Cry 4;Far Cry 4;Far Cry 4;Q15992359;https://www.wikidata.org/wiki/Q15992359;2
probably_ok;Far Cry 4 Limited Edition;Far Cry 4;far cry 4;Q15992359;https://www.wikidata.org/wiki/Q15992359;3
probably_ok;Far Cry 5;Far Cry 5;Far Cry 5;Q30015130;https://www.wikidata.org/wiki/Q30015130;3
probably_ok;Far Cry 6;Far Cry 6;Far Cry 6;Q97120062;https://www.wikidata.org/wiki/Q97120062;5
probably_ok;Far Cry New Dawn;Far Cry New Dawn;Far Cry New Dawn;Q59536524;https://www.wikidata.org/wiki/Q59536524;2
probably_ok;Far Cry Primal;Far Cry Primal;Far Cry Primal;Q21072291;https://www.wikidata.org/wiki/Q21072291;1
probably_ok;Farming Simulator;Farming Simulator;Farming Simulator;Q1804779;https://www.wikidata.org/wiki/Q1804779;2
probably_ok;Fast & Furious Crossroads;Fast & Furious Crossroads;Fast & Furious Crossroads;Q95975531;https://www.wikidata.org/wiki/Q95975531;5
probably_ok;Final Fantasy 7 Remake;Final Fantasy VII Remake;Final Fantasy 7 Remake;Q20155152;https://www.wikidata.org/wiki/Q20155152;6
probably_ok;Final Fantasy Xv;Final Fantasy XV;Final Fantasy Xv;Q1779100;https://www.wikidata.org/wiki/Q1779100;6
probably_ok;For Honor;For Honor;For Honor;Q20671114;https://www.wikidata.org/wiki/Q20671114;1
probably_ok;Get Even;Get Even;Get Even;Q29168557;https://www.wikidata.org/wiki/Q29168557;1
probably_ok;Ghost Of Tsushima;Ghost of Tsushima;Ghost Of Tsushima;Q42564798;https://www.wikidata.org/wiki/Q42564798;5
probably_ok;Ghost Recon Breakpoint;Tom Clancy's Ghost Recon Breakpoint;Ghost Recon Breakpoint;Q63675773;https://www.wikidata.org/wiki/Q63675773;2
probably_ok;Ghost Recon Wildlands;Tom Clancy's Ghost Recon Wildlands;Ghost Recon Wildlands;Q20155365;https://www.wikidata.org/wiki/Q20155365;2
probably_ok;God Of War;God of War;God Of War;Q817369;https://www.wikidata.org/wiki/Q817369;6
probably_ok;God Of War 3 Remastered;God of War III Remastered;God Of War 3 Remastered;Q107424186;https://www.wikidata.org/wiki/Q107424186;2
probably_ok;God Of War III;God of War III;God Of War III;Q1129452;https://www.wikidata.org/wiki/Q1129452;4
probably_ok;God Of War III Remastered;God of War III Remastered;God Of War III Remastered;Q107424186;https://www.wikidata.org/wiki/Q107424186;2
probably_ok;God of War 3;God of War III;God of War 3;Q1129452;https://www.wikidata.org/wiki/Q1129452;7
probably_ok;Gothic Remake;Gothic Remake;Gothic Remake;Q102219949;https://www.wikidata.org/wiki/Q102219949;2
probably_ok;Gran Turismo 7;Gran Turismo 7;Gran Turismo 7;Q18345763;https://www.wikidata.org/wiki/Q18345763;4
probably_ok;Gran Turismo Sport;Gran Turismo Sport;Gran Turismo Sport;Q21563294;https://www.wikidata.org/wiki/Q21563294;3
probably_ok;Guilty Gear;Guilty Gear;Guilty Gear;Q2415783;https://www.wikidata.org/wiki/Q2415783;1
probably_ok;Guilty Gear Strive;Guilty Gear Strive;Guilty Gear Strive;Q85863730;https://www.wikidata.org/wiki/Q85863730;2
probably_ok;Helldivers;Helldivers;Helldivers;Q16267719;https://www.wikidata.org/wiki/Q16267719;1
probably_ok;Hitman;Hitman;Hitman;Q19308;https://www.wikidata.org/wiki/Q19308;1
probably_ok;Homefront The Revolution;Homefront: The Revolution;Homefront The Revolution;Q5889427;https://www.wikidata.org/wiki/Q5889427;3
probably_ok;Horizon Zero Dawn Complete Edition;Horizon Zero Dawn Complete Edition;Horizon Zero Dawn Complete Edition;Q116771326;https://www.wikidata.org/wiki/Q116771326;2
probably_ok;Hunting Simulator;Hunting Simulator;Hunting Simulator;Q52124656;https://www.wikidata.org/wiki/Q52124656;1
probably_ok;Infamous First Light;Infamous: First Light;Infamous First Light;Q18208045;https://www.wikidata.org/wiki/Q18208045;3
probably_ok;Infamous Second Son;Infamous: Second Son;Infamous Second Son;Q6028768;https://www.wikidata.org/wiki/Q6028768;4
probably_ok;Injustice;Injustice;Injustice;Q54801165;https://www.wikidata.org/wiki/Q54801165;1
probably_ok;Insurgency Sandstorm;Insurgency: Sandstorm;Insurgency Sandstorm;Q56240409;https://www.wikidata.org/wiki/Q56240409;2
probably_ok;Killzone;Killzone;Killzone;Q2402918;https://www.wikidata.org/wiki/Q2402918;1
probably_ok;Kingdom Come Deliverance;Kingdom Come: Deliverance;Kingdom Come Deliverance;Q15408545;https://www.wikidata.org/wiki/Q15408545;3
probably_ok;Kingdom Hearts;Kingdom Hearts;Kingdom Hearts;Q225912;https://www.wikidata.org/wiki/Q225912;1
probably_ok;Knack;Knack;Knack;Q5102494;https://www.wikidata.org/wiki/Q5102494;1
probably_ok;Lego 2k Drive;Lego 2K Drive;Lego 2k Drive;Q117304813;https://www.wikidata.org/wiki/Q117304813;3
probably_ok;Lego Batman 3 Beyond Gotham;Lego Batman 3: Beyond Gotham;Lego Batman 3 Beyond Gotham;Q17007953;https://www.wikidata.org/wiki/Q17007953;5
probably_ok;Lego City Undercover;Lego City Undercover;Lego City Undercover;Q2070167;https://www.wikidata.org/wiki/Q2070167;6
probably_ok;Lego Dc Super Villains;Lego DC Super-Villains;Lego Dc Super Villains;Q54554238;https://www.wikidata.org/wiki/Q54554238;4
probably_ok;Lego Harry Potter Collection;Lego Harry Potter Collection;Lego Harry Potter Collection;Q58371986;https://www.wikidata.org/wiki/Q58371986;4
probably_ok;Lego Marvel Avengers;Lego Marvel's Avengers;Lego Marvel Avengers;Q18920891;https://www.wikidata.org/wiki/Q18920891;5
probably_ok;Lego Marvel Super Heroes;Lego Marvel Super Heroes;Lego Marvel Super Heroes;Q3662198;https://www.wikidata.org/wiki/Q3662198;4
probably_ok;Lego Marvel Super Heroes 2;Lego Marvel Super Heroes 2;Lego Marvel Super Heroes 2;Q29959076;https://www.wikidata.org/wiki/Q29959076;3
probably_ok;Lego Star Wars The Force Awakens;Lego Star Wars: The Force Awakens;Lego Star Wars The Force Awakens;Q22570384;https://www.wikidata.org/wiki/Q22570384;7
probably_ok;Lego Star Wars The Skywalker Saga;Lego Star Wars: The Skywalker Saga;Lego Star Wars The Skywalker Saga;Q64521118;https://www.wikidata.org/wiki/Q64521118;8
probably_ok;Lego The Incredibles;Lego The Incredibles;Lego The Incredibles;Q51089453;https://www.wikidata.org/wiki/Q51089453;5
probably_ok;Lego Worlds;LEGO Worlds;Lego Worlds;Q20024451;https://www.wikidata.org/wiki/Q20024451;3
probably_ok;Lies Of P;Lies of P;Lies Of P;Q109820884;https://www.wikidata.org/wiki/Q109820884;2
probably_ok;Mafia Definitive Edition;Mafia: Definitive Edition;Mafia Definitive Edition;Q94628102;https://www.wikidata.org/wiki/Q94628102;2
probably_ok;Mafia Trilogy;Mafia: Trilogy;Mafia Trilogy;Q97096253;https://www.wikidata.org/wiki/Q97096253;5
probably_ok;Maneater;Maneater;Maneater;Q62393478;https://www.wikidata.org/wiki/Q62393478;1
probably_ok;Marvel Vs Capcom;Marvel vs. Capcom;Marvel Vs Capcom;Q2604486;https://www.wikidata.org/wiki/Q2604486;2
probably_ok;Mass Effect Andromeda;Mass Effect: Andromeda;Mass Effect Andromeda;Q20113552;https://www.wikidata.org/wiki/Q20113552;2
probably_ok;Matterfall;Matterfall;Matterfall;Q30250576;https://www.wikidata.org/wiki/Q30250576;1
probably_ok;Medievil;MediEvil;Medievil;Q60099491;https://www.wikidata.org/wiki/Q60099491;1
probably_ok;Metal Gear Survive;Metal Gear Survive;Metal Gear Survive;Q27534668;https://www.wikidata.org/wiki/Q27534668;1
probably_ok;Metro Redux;Metro Redux;Metro Redux;Q19906377;https://www.wikidata.org/wiki/Q19906377;2
probably_ok;Middle Earth Shadow Of Mordor;Middle-earth: Shadow of Mordor;Middle Earth Shadow Of Mordor;Q15709637;https://www.wikidata.org/wiki/Q15709637;4
probably_ok;Minecraft Legends;Minecraft Legends;Minecraft Legends;Q112430705;https://www.wikidata.org/wiki/Q112430705;2
probably_ok;Mirror S Edge Catalyst;Mirror’s Edge Catalyst;Mirror S Edge Catalyst;Q13426441;https://www.wikidata.org/wiki/Q13426441;2
probably_ok;Monster Hunter World;Monster Hunter: World;Monster Hunter World;Q30252256;https://www.wikidata.org/wiki/Q30252256;2
probably_ok;Mortal Kombat;Mortal Kombat;Mortal Kombat;Q241163;https://www.wikidata.org/wiki/Q241163;4
probably_ok;Mortal Kombat 11;Mortal Kombat 11;Mortal Kombat 11;Q59511757;https://www.wikidata.org/wiki/Q59511757;5
probably_ok;Mortal Kombat X;Mortal Kombat X;Mortal Kombat X;Q17118361;https://www.wikidata.org/wiki/Q17118361;3
probably_ok;Mortal Kombat Xl;Mortal Kombat X;Mortal Kombat Xl;Q17118361;https://www.wikidata.org/wiki/Q17118361;3
probably_ok;Murdered Soul Suspect;Murdered: Soul Suspect;Murdered Soul Suspect;Q6938148;https://www.wikidata.org/wiki/Q6938148;2
probably_ok;NBA 2K23;NBA 2K23;NBA 2K23;Q113877951;https://www.wikidata.org/wiki/Q113877951;8
probably_ok;NHL 15;NHL 15;NHL 15;Q16782034;https://www.wikidata.org/wiki/Q16782034;4
probably_ok;NHL 16;NHL 16;NHL 16;Q20379871;https://www.wikidata.org/wiki/Q20379871;4
probably_ok;NHL 17;NHL 17;NHL 17;Q24451480;https://www.wikidata.org/wiki/Q24451480;4
probably_ok;NHL 18;NHL 18;NHL 18;Q37038632;https://www.wikidata.org/wiki/Q37038632;4
probably_ok;NHL 19;NHL 19;NHL 19;Q56284130;https://www.wikidata.org/wiki/Q56284130;4
probably_ok;Need For Speed Heat;Need for Speed Heat;Need For Speed Heat;Q66439292;https://www.wikidata.org/wiki/Q66439292;3
probably_ok;Need For Speed Hot Pursuit Remastered;Need for Speed: Hot Pursuit Remastered;Need For Speed Hot Pursuit Remastered;Q99976214;https://www.wikidata.org/wiki/Q99976214;2
probably_ok;Need For Speed Payback;Need for Speed Payback;Need For Speed Payback;Q30141529;https://www.wikidata.org/wiki/Q30141529;1
probably_ok;Need For Speed Rivals;Need for Speed Rivals;Need For Speed Rivals;Q13375520;https://www.wikidata.org/wiki/Q13375520;2
probably_ok;Nier Automata;NieR: Automata;Nier Automata;Q21078985;https://www.wikidata.org/wiki/Q21078985;3
probably_ok;Persona 5 Royal;Persona 5 Royal;Persona 5 Royal;Q63385672;https://www.wikidata.org/wiki/Q63385672;6
probably_ok;Plants Vs Zombies Battle For Neighborville;Plants vs. Zombies: Battle for Neighborville;Plants Vs Zombies Battle For Neighborville;Q67135719;https://www.wikidata.org/wiki/Q67135719;4
probably_ok;Project Cars;Project CARS;Project Cars;Q2069428;https://www.wikidata.org/wiki/Q2069428;1
probably_ok;Ratchet And Clank;Ratchet & Clank;Ratchet And Clank;Q17183048;https://www.wikidata.org/wiki/Q17183048;12
probably_ok;Rayman Legends;Rayman Legends;Rayman Legends;Q2255492;https://www.wikidata.org/wiki/Q2255492;3
probably_ok;Resident Evil;Resident Evil;Resident Evil;Q220260;https://www.wikidata.org/wiki/Q220260;6
probably_ok;Resident Evil 2 Remake;Resident Evil 2;Resident Evil 2 Remake;Q54920200;https://www.wikidata.org/wiki/Q54920200;8
probably_ok;Resident Evil 3 Remake;Resident Evil 3;Resident Evil 3 Remake;Q78059950;https://www.wikidata.org/wiki/Q78059950;8
probably_ok;Resident Evil 4 Remake;Resident Evil 4;Resident Evil 4 Remake;Q112231148;https://www.wikidata.org/wiki/Q112231148;9
probably_ok;Resident Evil 6;Resident Evil 6;Resident Evil 6;Q108823077;https://www.wikidata.org/wiki/Q108823077;9
probably_ok;Resident Evil 7 Biohazard;Resident Evil 7: Biohazard;Resident Evil 7 Biohazard;Q24577667;https://www.wikidata.org/wiki/Q24577667;5
probably_ok;Resident Evil Revelations;Resident Evil: Revelations;Resident Evil Revelations;Q1138864;https://www.wikidata.org/wiki/Q1138864;3
probably_ok;Resident Evil Village;Resident Evil Village;Resident Evil Village;Q96216515;https://www.wikidata.org/wiki/Q96216515;7
probably_ok;Rise of the Tomb Raider;Rise of the Tomb Raider;Rise of the Tomb Raider;Q17154489;https://www.wikidata.org/wiki/Q17154489;2
probably_ok;Saints Row;Saints Row;Saints Row;Q683841;https://www.wikidata.org/wiki/Q683841;2
probably_ok;Sekiro Shadows Die Twice;Sekiro: Shadows Die Twice;Sekiro Shadows Die Twice;Q54906424;https://www.wikidata.org/wiki/Q54906424;3
probably_ok;Shadow Of The Tomb Raider;Shadow of the Tomb Raider;Shadow Of The Tomb Raider;Q50562677;https://www.wikidata.org/wiki/Q50562677;2
probably_ok;Shadow of the Colossus;Shadow of the Colossus;Shadow of the Colossus;Q47474153;https://www.wikidata.org/wiki/Q47474153;2
probably_ok;Silent Hill 2;Silent Hill 2 remake;silent hill 2 remake;Q114770599;https://www.wikidata.org/wiki/Q114770599;3
probably_ok;Sleeping Dogs Definitive Edition;Sleeping Dogs: Definitive Edition;Sleeping Dogs Definitive Edition;Q56668819;https://www.wikidata.org/wiki/Q56668819;2
probably_ok;Slime Rancher Deluxe Edition;Slime Rancher;slime rancher;Q22344828;https://www.wikidata.org/wiki/Q22344828;5
probably_ok;Sniper Contracts 2;Sniper Ghost Warrior Contracts 2;sniper ghost warrior contracts 2;Q96603716;https://www.wikidata.org/wiki/Q96603716;2
probably_ok;Sniper Elite;Sniper Elite;Sniper Elite;Q17048133;https://www.wikidata.org/wiki/Q17048133;1
probably_ok;Sniper Ghost Warrior Contracts;Sniper Ghost Warrior Contracts;Sniper Ghost Warrior Contracts;Q67198781;https://www.wikidata.org/wiki/Q67198781;1
probably_ok;Sniper Ghost Warrior Contracts 2;Sniper Ghost Warrior Contracts 2;Sniper Ghost Warrior Contracts 2;Q96603716;https://www.wikidata.org/wiki/Q96603716;3
